fft_mean,fft_total_energy,fft_max,fft_std,fft_entropy,std_hue,std_chroma,std_lightness,std_saturation,ai_gen
35.40794568988234,62.09420940141001,73.82003050085453,70.94476485099226,69.48453431143713,12.863401260727606,79.59811373243087,41.37876996163242,61.511486987420966,1
53.24152486486149,52.72188327544502,65.68463290543642,62.630723792724396,86.09244544776675,7.896686306523897,43.025323851533585,47.70233411152292,40.12512360246025,1
88.26805653896392,64.41795206182088,73.71448010763359,72.38829064495339,97.71703540021969,59.85902480719335,58.65498930599867,63.85206756845664,51.311497727803484,1
25.215462698989846,92.14742158154408,95.30420681349312,94.41748401913567,55.538431815515935,23.167587086593166,100.0,61.4757343571441,80.5143258966999,1
41.24734203237336,99.94634840446201,100.00000000000003,99.87479680942253,75.71562396491066,26.96198593898158,72.3558796923321,54.468415414706506,52.296016313021966,1
34.37355701721435,80.53125367691702,87.64925682096279,85.74880446769241,71.21133144286972,32.55596594167043,61.206000734325144,48.194475825088624,47.81778353976435,1
26.42085512370076,51.91759126575367,66.73876776022001,62.10319545744643,62.518179726881556,9.863151237448761,54.980815296710446,33.30098591969233,39.53519974979481,1
23.460161873851703,100.0,99.80283094544328,99.99999999999999,49.062277681978,59.769961478454796,90.25932561798831,68.73028427972758,68.321593996361,1
28.09951821560736,84.27672546624845,90.38577973230923,88.61457076005921,61.60168270131044,38.08789875265248,63.87580280594844,40.91437295729012,54.184383199545124,1
26.91850295842771,75.54422046890762,85.00461543381792,81.93189562916983,64.0675313844502,12.359358240290621,62.86361323171701,31.16229283153728,40.869448178550385,1
33.400258221506405,59.92164088291156,72.15206704405014,69.10714406475388,65.19685897886632,14.43897279361558,69.70480827480274,43.52935148008124,53.24056436075351,1
33.146396677814984,59.20780262029852,71.47041982266396,68.49527443564081,64.43401241423805,12.970009439673106,53.40295564970552,50.39396391215214,38.267717197200156,1
28.91257371202976,92.68311604878245,95.59992753747002,94.787268941845,59.0385593126893,62.47030452395521,60.41323767742337,49.671074795344985,44.18673088154749,1
30.363557220866,50.83140932959377,64.59565776832056,61.09404003884677,62.158366391462664,12.434010600492199,66.52280703686631,47.43170416113578,55.55267579821651,1
43.72575782792716,81.86117179775863,87.17999184248907,86.70358412801916,72.03485002754701,38.591005884840264,78.93505433635337,71.61205338698772,66.07446867086654,1
24.676238635924733,74.42667599549586,83.22180280991643,81.06477274742672,54.87742613088983,22.06140382962478,74.1152726348563,47.860209140389024,57.70763652938814,1
36.05658622241388,94.56297388905288,95.58603961606252,96.10019339631602,67.24657977281868,66.66132450820851,58.38198390380305,65.99333786877327,49.078425123744594,1
29.322093405073794,85.30157656222285,91.35085883869817,89.37475207839297,66.74580351006875,80.13097029084759,63.13455984564558,45.42717726152163,41.44240247402054,1
35.91981473443571,82.4732472415455,86.94856299442864,87.21564735067973,56.43011568622717,59.059776242375996,76.47741543464205,75.72229866314112,68.97642362441685,1
33.386255940301666,91.1338336468912,94.46623285531723,93.64451547647484,64.90082518977482,26.77522369645833,73.72346939080347,53.58139340489897,60.97068586241224,1
33.23202842218689,59.08369526052692,72.05898073171383,68.38780678546125,66.17899480992429,10.393143775542109,43.799593806833755,39.36717651254296,33.786660284234515,1
35.935205012458255,82.24917206080902,88.4900784601844,87.04601393412169,70.20271569978559,31.649532514808847,87.446632122935,54.404098477770766,71.99039248682433,1
30.82185122614588,77.90168365691164,85.61905738252551,83.74713802641413,59.8585724772347,33.717549873275566,57.39240500770731,46.744366968106014,42.92842523806972,1
41.474961880015606,50.87658881831058,65.05185627184227,61.05823842889997,78.44821803925191,10.678424750407782,49.37071804883885,39.3932131574012,30.03570219329363,1
57.755869657926226,73.46497010886465,81.99682899762942,80.08498658225962,82.1008347582121,56.03654442018401,74.01331942427498,56.56997699743673,45.896762924100656,1
44.120898861454734,35.78885322251631,48.1717121003225,46.44396318372077,70.82570066291277,33.92896043112437,79.28101714794262,67.39977771734053,74.93162584734235,1
44.618438306046016,30.830087726295723,43.983463297115215,41.21096414479986,72.67106347533701,17.906147971782175,58.09204028904668,63.76174421789036,73.69665488994228,1
60.97260245678967,33.03032680347947,42.68828319443222,43.38610291032286,72.74813649981286,75.04058369126452,65.73907817323429,78.0800169959962,68.21274411273471,1
59.767427020342225,25.319698251273657,29.631786078695008,34.91025760574267,72.47123820725733,64.8335518625268,77.7448515626257,90.57078938610314,71.57633776315404,1
59.767427020342225,25.319698251273657,29.631786078695008,34.91025760574267,72.47123820725733,64.8335518625268,77.7448515626257,90.57078938610314,71.57633776315404,1
61.30100344856403,34.16067221066213,47.697408916921766,44.57231460653644,87.52523600337372,25.072073245839896,81.7682277356716,58.08964790936134,85.19085406372385,1
44.43656960801636,27.702957609542437,40.17537991350937,37.78051398958283,74.05669992976277,13.141686287662573,56.59473973119064,64.08117492759527,64.99081474823845,1
69.32692102642281,30.63908524618911,41.08400921947692,40.715998261645026,83.45314509289062,23.48840127027281,58.68285493320762,78.64624789085227,60.490854020465676,1
43.3447026829869,29.704038346420397,42.496929980780344,40.000088656293926,74.2417368291396,47.665099781830214,59.54526406173082,61.384277335539004,79.5482847244508,1
58.34496785392646,23.752201749720726,32.35253721809601,33.113970812064295,78.37539820159981,57.27902281781993,42.687740164220045,77.09017858077462,43.44303045887203,1
67.84092478140991,26.106385427137894,31.52215342516886,35.700414319292065,80.5391844846369,23.53602894093905,70.2491058218249,86.17496481746403,50.672994964317894,1
44.16968117167899,39.713360385885615,53.19570052734672,50.415295594356635,73.34306807896661,32.50226843703287,65.59661146486636,64.2894454130404,64.63457764187301,1
52.33292712747259,26.415065266842618,37.20180946034693,36.248863397008975,76.81165854795836,43.249652329275115,47.97279361695013,77.12811121373355,60.96930160137373,1
57.982782782217186,33.52525068000053,42.5687353536097,43.943912243764785,75.87063867672401,22.825242586037003,85.05518398386543,81.90361732888738,86.89523782686096,1
67.02822131880465,41.87070279317579,51.35221039193292,52.30582215878971,80.77065238494873,20.815045038934738,57.0087793282397,86.75996174691602,62.331649293263666,1
